External ID,Title,Internal Title,Description,Short Description,Series Name,Season Number,Episode Number,Keywords,Categories,Release Date,Video Filename,Artwork Filename,Series Artwork Filename,Closed Caption Filename,Genre Source,Genre Value,Rating Source,Rating Value,Cut Points ,Entry Type,Is Ad?,Is Promo?,Burn-in Captions?
PTV-F-C-2022-001,Get Christie Love!,Get Christie Love,"The skillful and beautiful cop, Christie Love, goes undercover to break up a drug ring.","The skillful and beautiful cop, Christie Love, goes undercover to break up a drug ring.",,,,Christie Love,Crime,2022,Get-Christie-Love_2P-720p-fullCredits.mp4,GetChristieLove-Feature-Img.png,,,roku,Crime,USA_PR,TV14,"00:03:25.600,00:13:00.000,00:23:00.000,00:33:00.000,00:43:00.000,00:53:00.000,01:03:00.000",Movie,,,
PTV-F-A-2023-001,Joe Bullett,Joe Bullett,"When a mysterious gangster starts sabotaging soccer team The Eagles' chance at winning the upcoming championship final, there is only one man who can save the day...Joe Bullett.",Joe Bullett is called in to stop a gangster from sabotaging a soccer match.,,,,Joe Bullett,Action,2023,Joe-Bullett_1P-720p-fullCredits.mp4,Joe-Bullett-Feature-Img.png,,,roku,Action,USA_PR,TV14,"00:07:00.000,00:17:00.000,00:27:00.000,00:37:00.000,00:47:00.000,00:57:00.000,01:07:00.000,01:17:00.000",Movie,,,
PTV-F-W-2022-001,Joshua Black Rider,Joshua Black Rider,"A black soldier returns from fighting for the Union in the Civil War only to find out that his mother has been murdered by a gang of white thugs. He becomes a bounty hunter, determined to track down and kill the men who killed his mother.",A Black soldier returns from the Civil War to find his mother murdered by marauders.,Lone Ranger,,,Joshua,Western,2022,Joshua-Black-Rider_2P-720p-fullCredits.mp4,Joshua-Black-Rider-Feature-Img.png,,,roku,Western,USA_PR,TV14,"00:06:00.000,00:16:00.000,00:26:00.000,00:36:00.000,00:46:00.000,00:56:00.000,01:06:00.000,01:13:00.000",Movie,,,
PTV-F-D-2022-001,Lost Boundaries,Lost Boundaries,"he story of the lives of Scott and Marsha Carter. Having graduated from medical school, Scott Carter, a fair-skinned African American, marries Marsha Mitchell and moves to Georgia. When he arrives at the black clinic in Georgia, he discovers that the job must inconveniently go to a Southerner. Discussions between two nurses at this clinic suggest that Scott's light skin may have some bearing on the decision not to hire him. Defeated but not conquered, Scott returns to Massachusetts to live with his in-laws until he can get employment. He tries unsuccessfully to obtain employment as an African American. Because Marsha is pregnant, Scott decides to take a job at Portsmouth Hospital, but he reluctantly does so as a white man. While there, he manages to save the life of Dr. Bracket, who encourages him to take a postion in Keenham, New Hampshire. Scott decides to continue ""passing"" for white. In Keenham, Dr. Scott Carter proves to be quite a success for the town. For twenty years, Dr. and Mrs. Carter live peacefully in Keenham with son, Howard and daughter, Shelley. All goes well until Scott and Howard decide to enter the military during World War II. When Scott applies for officer status with the Navy, an investigation reveals his black heritage, and he is barred from receiving a commission.","A Black, fair-skinned doctor undergoes discrimination in 1930's and 1940's America.",,,,Lost Boundaries,Drama,2022,Lost-Boundaries_2P-720p-fullCredits.mp4,Lost-Boundaries-Feature-Img.png,,,roku,Drama,USA_PR,TVPG,"00:09:00.000,00:19:00.000,00:29:00.000,00:39:00.000,00:49:00.000,00:59:00.000,01:09:00.000,01:19:00.000,01:29:00.000",Movie,,,
PTV-F-D-2022-001,Lying Lips,Lying Lips,"A nightclub singer refuses to ""date"" customers, so she's framed for the murder of her aunt, convicted of the killing and sent to prison.",A nightclup singer is framed for murder.,,,,Lying Lips,Drama,2022,Lying-Lips_2P-720p-fullCredits.mp4,Lying-Lips-Feature-Img.png,,,roku,Drama,USA_PR,TVPG,"00:09:00.000,00:19:00.000,00:29:00.000,00:39:00.000,00:49:00.000,00:59:00.000",Movie,,,
PTV-F-M-2022-001,Murder in Harlem,Murder in Harlem,"A black night watchman at a chemical factory finds the body of a murdered white woman. After he reports it, he finds himself accused of the murder.",A Black night watchman is accused of murdering a white woman.,,,,Murder in Harlem,Mystery,2022,Murder-in-Harlem_2P-720p-fullCredits.mp4,Murder-in-Harlem-Feature-Img.png,,,roku,Mystery,USA_PR,TVPG,"00:08:00.000,00:18:00.000,00:28:00.000,00:38:00.000,00:48:00.000,00:58:00.000,01:08:00.000,01:18:00.000,01:28:00.000",Movie,,,
PTV-F-W-2022-001,Black Brigade,Black Brigade,A racist officer is put in charge of a squad of black troops charged with taking an important bridge from the Germans.,Black army squad deal with racist officer in taking bridge.,,,,Black Brigade,Action,2022,Black-Brigade_2P-720p-fullCredits.mp4,Black-Brigade-Feature-Img.png,,,roku,Action,USA_PR,TVPG,"00:05:00.000,00:15:00.000,00:25:00.000,00:35:00.000,00:45:00.000,00:55:00.000,01:06:00.000",Movie,,,
PTV-F-D-2023-001,Jesse Owens: The Fastest Man in the World,Jesse Owens full,"The full story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics, as told through the lens of an investigator into Owen’s life at the behest of a judicial mandate. Here we see Owens forced to battle overt and covert racism throughout his life and his battling through difficulties.","The story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics",,,,Jesse Owens,Drama,2023,Jesse-Owens-full-length_1P-720p-fullCredits.mp4,Jesse-Owens-Feature-Img.png,,,roku,Drama,USA_PR,TVPG,"00:04:30.600,00:14:00.000,00:24:00.000,00:34:00.000,00:44:00.000,00:54:00.000,01:04:00.000,01:04:00.000,01:14:00.000,01:24:00.000,01:34:00.000,01:44:00.000,01:54:00.000,02:04:00.000,02:14:00.000,02:24:00.000,02:34:00.000,02:44:00.00",Movie,,,
PTV-F-D-2023-001,Jesse Owens: The Fastest Man in the World Part I,Jesse Owens I,"Part 1 of the story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics, as told through the lens of an investigator into Owen’s life at the behest of a judicial mandate. Here we see Owens forced to battle overt and covert racism throughout his life and his battling through difficulties.","Part 1 of the story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics",,,,Jesse Owens,Drama,2023,Jesse-Owens-Part-I_1P-720p-fullCredits.mp4,Jesse-Owens-Feature-Img.png,,,roku,Drama,USA_PR,TVPG,"00:04:30.600,00:14:00.000,00:24:00.000,00:34:00.000,00:44:00.000,00:54:00.000,01:04:00.000,01:04:00.000,01:14:00.000,01:24:00.000",Movie,,,
PTV-F-D-2023-001,Jesse Owens: The Fastest Man in the World Part II,Jesse Owens II,"Part 2 of the story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics, as told through the lens of an investigator into Owen’s life at the behest of a judicial mandate. Here we see Owens forced to battle overt and covert racism throughout his life and his battling through difficulties.","Part 2 of the story of Jesse Owens, four-time Olympic gold medallist and star of the 1936 Berlin Olympics",,,,Jesse Owens,Drama,2023,Jesse-Owens-Part-II_1P-720p-fullCredits.mp4,Jesse-Owens-Feature-Img.png,,,roku,Drama,USA_PR,TVPG,"00:04:30.600,00:14:00.000,00:24:00.000,00:34:00.000,00:44:00.000,00:54:00.000,01:04:00.000,01:04:00.000,01:14:00.000,01:24:00.000",Movie,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
