External ID,Title,Internal Title,Description,Short Description,Series Name,Season Number,Episode Number,Keywords,Categories,Release Date,Video Filename,Artwork Filename,Series Artwork Filename,Closed Caption Filename,Genre Source,Genre Value,Rating Source,Rating Value,Cut Points ,Entry Type,Is Ad?,Is Promo?,Burn-in Captions?
PTV-S-W-2023-020,The Mission,Bonanza-The-Mission,"Hoss helps an army troop transport gold, but the troop’s former scout plans to steal it.",A troop scout plans to steal gold.,Bonanza,1,20,,Western,2023/05/31,Bonanza-The-Mission_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:03:43.000,00:16:51.210,00:37:31.370",Movie,,,
PTV-S-W-2023-021,Feet of Clay,Bonanza-Feet-of-Clay,"The Cartwrights look after a young boy whose mother has just died, but the boy’s convict father has other ideas.",A boy's convict father causes trouble for the Cartwrights,Bonanza,1,21,,Western,2023/05/31,Bonanza-Feet-of-Clay_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:03:27.640,00:16:03.550,00:35:39.240",Movie,,,
PTV-S-W-2023-022,Silent Thunder,Bonanza-Silent-Thunder,"Little Joe teaches a deaf- mute mountain girl sign language, and mistakes his kindness for love.",A deaf-mute girl falls for Little Joe.,Bonanza,1,22,,Western,2023/05/31,Bonanza-Silent-Thunder_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:02:34.140,00:16:46.820,00:37:26.600",Movie,,,
PTV-S-W-2023-023,Day of Reckoning,Bonanza-Day-of-Reckoning,"Ben gives an Indian couple some land to start a farm after they save his life, but a racist neighbor makes trouble.",A racist couple causes trouble for an Indian couple,Bonanza,1,23,,Western,2023/05/31,Bonanza-Day-of-Reckoning_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:01:58.700,00:11:46.150,00:37:37.000",Movie,,,
PTV-S-W-2023-024,San Francisco,Bonanza-San-Francisco,"After a long cattle drive, Ben, Hoss and Little Joe visit San Francisco. Their ranch hands and Ben soon disappear.",Ben and ranch hands diappear in San Francisco,Bonanza,1,24,,Western,2023/05/31,Bonanza-San-Francisco_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:02:55.460,00:19:00.000,00:39:30.710",Movie,,,
PTV-S-W-2023-025,The Last Trophy,Bonanza-The-Last-Trophy,"Adam leads two old friends on a hunting trip, but they are taken captive by a renegade Indian band.",Adam and his friends are captured during a hunting trip.,Bonanza,1,25,,Western,2023/05/31,Bonanza-The-Last-Trophy_2p-1080-wCredits,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:02:57.000,00:13:51.280,00:37:32.020",Movie,,,
PTV-S-W-2023-026,The Hopefuls,Bonanza-The-Hopefuls,While in Virginia City Adam meets and fall in love with a Quaker girl. He accompanies her wagon train west but is faced with action that offends her morals.,Adam falls in love with a Quaker woman in Virginia City,Bonanza,1,26,,Western,2023/05/31,Bonanza-The-Hopefuls_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:03:34.600,00:17:41.740,00:35:13.770",Movie,,,
PTV-S-W-2023-027,Denver McKee,Bonanza-Denver-McKee,The Cartwrights investigate a series of killings and robberies at nearby mines with the help of neighbor Denver McKee and his daughter.,The Cartwrights and Denver McKee investigate murders in the mines.,Bonanza,1,27,,Western,2023/05/31,Bonanza-Denver-McKee_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:02:36.450,00:14:44.600,00:38:14.220",Movie,,,
PTV-S-W-2023-028,The Stranger,Bonanza-The-Stranger,"Ben plans to be the first governor of Nevada when a police inspector arrives with a
warrant for his arrest for a murder 20 years ago.","While campaigning to be Nevada's governor, Ben receives an arrest warrant",Bonanza,1,28,,Western,2023/05/31,Bonanza-The-Stranger_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:02:19.610,00:13:50.430,00:36:03.610",Movie,,,
PTV-S-W-2023-029,The Spanish Grant,Bonanza-The-Spanish-Grant,A Spanish heiress arrives to claim land under The Spanish Land Grant and part is on the Ponderosa.,A Spanish heiress arrives to claim land on which the Ponderosa sits.,Bonanza,1,29,,Western,2023/05/31,Bonanza-The-Spanish-Grant_2p-1080-wCredits.mp4,Bonanza-Series-Image.jpg,Bonanza-Series-Image.jpg,,roku,Western,USA_PR,TVPG,"00:01:23.090,00:17:09.490,00:37:59.840",Movie,,,
