External ID,Title,Internal Title,Description,Short Description,Series Name,Season Number,Episode Number,Keywords,Categories,Release Date,Video Filename,Artwork Filename,Series Artwork Filename,Closed Caption Filename,Genre Source,Genre Value,Rating Source,Rating Value,Cut Points ,Entry Type,Is Ad?,Is Promo?,Burn-in Captions?
PTV-S-2023-11-17-1,The Killer,MwC-Killer,"While Mike is at an airport in a small town, a man tries to kill him. However, when he reports the incident to the local police, they dismiss it as a publicity stunt.","While Mike is at an airport in a small town, a man tries to kill him. ",Man with a Camera,1,1,action series,tv-show,2023/11/12,MwC-The-Killer_with-credits.mp4,ManWithACameraSeries_Title-Img-with-title.png,ManWithACameraSeries_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,"00:02:23.500,00:14:27.500",,,,
PTV-S-2023-11-17-2,Eyewitness,MwC-Eyewitness,Mike uses a picture to prove an old man's innocence.,Mike uses a picture to prove an old man's innocence.,Man with a Camera,1,2,action series,tv-show,2023/11/12,MwC-Eyewitness_with-credits.mp4,ManWithACameraSeries_Title-Img-with-title.png,ManWithACameraSeries_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,"00:03:24.000,00:10:45.000",,,,
PTV-S-2023-11-17-3,The Man Below,MwC-ManBelow,"Mike suspects a man recently pushed into a well is a man he was hired to prove is still alive. Before he can prove the two men are the same, Mike must convince miners he is still alive, since no one will risk their lives to bring up a corpse.",,Man with a Camera,1,3,action series,tv-show,2023/11/12,MwC-The-Man-Below_with-credits.mp4,ManWithACameraSeries_Title-Img-with-title.png,ManWithACameraSeries_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,"00:01:48.000,00:11:02.000",,,,
PTV-S-2023-11-17-4,Play Belles' Toll,MikeHammer-PlayBellesToll,Mike learns an acquaintance of his was working for a high class escort service.,Mike learns an acquaintance of his was working for a high class escort service.,Mike Hammer,1,1,action series,tv-show,2023/11/12,MH-Play-Belles-Toll_with-credits.mp4,MikeHammer_Title-Img-with-title.png,MikeHammer_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,00:12:53.000,,,,
PTV-S-2023-11-17-5,My Fair Deadly,MikeHammer-MyFairDeadly,Mike seeks a killer at the World's Fair in Brussels.,Mike seeks a killer at the World's Fair in Brussels.,Mike Hammer,1,2,action series,tv-show,2023/11/12,MH-My-Fair-Deadly_with-credits.mp4,MikeHammer_Title-Img-with-title.png,MikeHammer_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,00:12:50.000,,,,
PTV-S-2023-11-17-6,Music to Die By,MikeHammer-MusicToDieBy,A disc jockey runs into trouble with a syndicate that controls a stable of singers.,A disc jockey runs into trouble with a syndicate that controls a stable of singers.,Mike Hammer,1,3,action series,tv-show,2023/11/12,MH-Music-To-Die-By_with-credits.mp4,MikeHammer_Title-Img-with-title.png,MikeHammer_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,00:14:31.000,,,,
PTV-S-2023-11-17-7,For Sale: Death Bed-Used,MikeHammer-ForSaleDeathBedUsed,"Mike is shocked when he discovers the identity of a psychotic, knife-wielding killer.","Mike is shocked when he discovers the identity of a psychotic, knife-wielding killer.",Mike Hammer,1,4,action series,tv-show,2023/11/12,MH-For-Sale-Death-Bed-Used_with-credits.mp4,MikeHammer_Title-Img-with-title.png,MikeHammer_Title-Img-with-title.png,,Roku,Action,USA_PR,TVPG,00:10:49.000,,,,
PTV-S-2023-11-17-8,The Case of the Cunningham Heritage,CSH-CunninghamHeritage,"After his return from Afghanistan, Dr. Watson meets Sherlock Holmes and is recruited as his assistant. Together they investigate a murder, with a young lady as the prime suspect. Holmes finds the real murderer and learns his motive.","After his return from Afghanistan, Dr. Watson meets Sherlock Holmes and is recruited as his assistant. Together they investigate a murder, with a young lady as the prime suspect.",The Cases of Sherlock Holmes,1,1,mystery series,tv-show,2023/11/12,SH-Case-of-the-Cunningham-Heritage_with-credits.mp4,The-Cases-of-Sherlock-Holmes_title-img-new.png,The-Cases-of-Sherlock-Holmes_title-img-new.png,,Roku,Mystery,USA_PR,TVPG,00:14:04.000,,,,
PTV-S-2023-11-17-9,The Case of Lady Beryl,CSH-LadyBeryl,"Inspector Lestrade and Dr. Watson investigate a murder at the Beryl residence, but to their surprise get a confession from Lady Beryl, which Holmes does not credit. Holmes recreates the crime scene to expose the actual murderer.",Inspector Lestrade and Dr. Watson investigate a murder at the Beryl residence.,The Cases of Sherlock Holmes,1,2,mystery series,tv-show,2023/11/12,SH-Case-of-Lady-Beryl_with-credits.mp4,The-Cases-of-Sherlock-Holmes_title-img-new.png,The-Cases-of-Sherlock-Holmes_title-img-new.png,,Roku,Mystery,USA_PR,TVPG,00:12:02.000,,,,
PTV-S-2023-11-17-10,The Case of the Shoeless Engineer,CSH-ShoelessEngineer,"Escape artist Harry Crocker begs Holmes to help clear his name of a murder he didn't do, although clues seem to point to him. The murderer is revealed to have been jealous of the victim's relationship with Harry.","Escape artist Harry Crocker begs Holmes to help clear his name of a murder he didn't do, although clues seem to point to him.",The Cases of Sherlock Holmes,1,3,mystery series,tv-show,2023/11/12,SH-Case-of-the Shoeless-Engineer_with-credits.mp4,The-Cases-of-Sherlock-Holmes_title-img-new.png,The-Cases-of-Sherlock-Holmes_title-img-new.png,,Roku,Mystery,USA_PR,TVPG,00:15:32.000,,,,
